ClusterID: #452C6D
#,#,#,#,1,#,#,#,#,#,#,#,#,#,#,#,#,#,1,#,0,0.6262626262626263,2,0.1,11701
Rule Specificity Sums
M0P0,N4,N2,N0,N5,N6,N8,M1P0,N7,N17,N10,N15,N14,N3,N16,N13,N12,N11,N9,N1
25.0,23.0,18.0,13.0,12.0,11.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rule Accuracy Weighted Specificity Sums
M0P0,N4,N2,N0,N5,N6,N8,N7,M1P0,N10,N17,N15,N14,N16,N13,N12,N11,N9,N3,N1
18.517652863902068,16.090774867004207,11.994129280501474,9.75580539226942,7.772918748166255,7.1131768595056855,3.461665932498325,2.625,2.5405405405405403,1.8181818181818183,1.5076923076923077,0.5911111111111111,0.5076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avg Accuracy,Avg Init Timestamp,Avg Specificity
0.741907833305027,15890.268292682927,0.1829268292682927

