A0,A1,A2,R3,R4,R5,R6,R7,R8,R9,R10,Class,Instance,Group
0,1,0,1,0,1,0,0,1,1,1,1,1475,2
0,0,0,0,1,0,1,0,0,1,0,0,1476,0
1,1,0,1,0,1,0,1,0,0,1,0,1477,6
1,1,1,1,0,0,0,1,0,0,0,0,1478,7
0,0,0,1,0,0,0,0,1,0,0,1,1479,0
1,0,0,0,0,0,0,0,0,1,1,0,1480,4
1,1,0,1,1,1,0,0,1,1,0,1,1481,6
1,0,1,0,1,1,0,1,0,1,0,0,1482,5
0,1,1,0,0,1,0,0,1,0,1,0,1483,3
1,0,1,0,1,1,1,1,0,0,0,0,1484,5
1,0,1,1,0,1,1,0,1,1,1,1,1485,5
0,0,0,0,0,1,0,0,0,0,1,0,1486,0
1,1,1,1,1,1,0,0,0,0,0,0,1487,7
1,1,1,1,0,1,1,1,1,0,0,0,1488,7
0,0,0,1,0,0,1,0,1,1,1,1,1489,0
0,0,1,1,0,0,0,0,1,0,0,0,1490,1
0,1,0,1,1,0,1,0,1,0,0,0,1491,2
0,1,0,1,1,0,0,0,0,0,0,0,1492,2
1,0,0,0,1,0,0,1,1,1,0,1,1493,4
0,0,0,0,1,1,0,0,1,1,0,0,1494,0
1,1,1,0,0,0,1,0,1,0,0,0,1495,7
1,0,1,0,0,0,1,0,0,1,1,0,1496,5
1,1,1,1,1,0,1,1,1,0,0,0,1497,7
0,0,0,0,0,0,0,0,0,1,1,0,1498,0
1,0,0,1,0,0,1,0,1,1,1,0,1499,4
0,0,1,1,0,0,0,0,0,0,1,0,1500,1
1,0,1,1,1,1,0,1,1,0,0,1,1501,5
1,1,0,0,1,1,0,0,0,1,0,1,1502,6
0,0,0,1,1,0,0,1,1,0,1,1,1503,0
0,0,1,1,0,1,1,1,1,0,1,0,1504,1
1,0,1,1,1,0,1,0,0,1,1,0,1505,5
0,0,0,0,0,1,0,0,1,1,1,0,1506,0
0,1,1,0,1,1,0,0,0,0,1,0,1507,3
1,1,0,0,1,1,0,1,1,1,1,1,1508,6
0,1,0,1,1,0,1,1,1,0,0,0,1509,2
0,1,1,0,1,1,1,0,1,1,1,1,1510,3
1,0,1,1,0,0,1,0,0,1,0,0,1511,5
1,0,0,0,1,0,0,1,1,0,0,1,1512,4
0,1,0,0,0,0,0,1,0,1,1,0,1513,2
1,0,0,0,1,0,0,0,1,0,1,0,1514,4
1,1,0,1,1,1,0,1,1,1,0,1,1515,6
0,0,0,0,1,1,0,1,1,0,0,0,1516,0
0,1,1,1,0,1,1,0,1,0,0,1,1517,3
1,1,1,0,0,0,0,1,1,1,1,1,1518,7
0,1,0,1,0,1,1,0,1,0,0,1,1519,2
1,1,0,1,1,1,0,1,0,0,0,0,1520,6
0,1,0,0,0,0,0,1,0,0,1,0,1521,2
1,0,0,1,1,1,0,1,1,1,1,1,1522,4
1,1,1,1,0,0,1,0,1,0,1,1,1523,7
1,0,0,1,1,1,1,0,1,0,0,0,1524,4
1,0,0,0,0,1,0,0,1,1,0,0,1525,4
0,1,1,0,1,0,0,1,0,0,1,0,1526,3
1,1,0,0,0,0,1,1,0,1,0,1,1527,6
0,1,0,1,1,1,0,1,0,1,0,1,1528,2
0,0,1,1,1,0,1,0,0,0,0,1,1529,1
1,0,0,1,1,0,0,0,0,1,0,0,1530,4
1,0,1,0,0,1,0,0,1,1,1,1,1531,5
0,0,1,0,0,0,1,1,1,1,0,0,1532,1
0,1,1,0,0,0,1,0,1,0,0,1,1533,3
0,0,1,1,1,0,0,1,0,1,0,1,1534,1
1,1,1,0,1,0,0,1,0,1,1,1,1535,7
1,0,1,0,0,1,0,0,0,1,0,0,1536,5
1,1,0,0,0,0,1,1,1,0,1,0,1537,6
1,0,0,0,1,1,1,1,0,1,0,1,1538,4
0,0,1,0,1,0,1,1,0,0,1,1,1539,1
0,0,0,1,1,0,1,0,0,1,1,1,1540,0
1,1,0,0,0,0,1,1,1,1,1,1,1541,6
0,1,0,1,0,0,1,1,1,0,1,0,1542,2
0,0,0,0,1,0,0,0,1,0,0,0,1543,0
0,0,0,1,0,1,0,0,1,0,0,1,1544,0
0,1,0,0,0,1,0,0,0,1,1,1,1545,2
0,0,0,0,0,0,0,1,1,0,1,0,1546,0
1,1,0,0,1,0,1,1,1,0,0,0,1547,6
0,1,1,1,0,0,0,1,0,1,0,0,1548,3
1,1,1,1,0,1,0,0,1,1,1,1,1549,7
1,0,0,1,0,1,1,0,1,1,0,0,1550,4
0,1,0,0,1,1,1,1,0,1,1,1,1551,2
0,1,0,1,0,1,0,1,1,1,1,1,1552,2
1,1,1,0,0,1,0,0,1,1,1,1,1553,7
0,1,1,0,1,1,0,0,1,1,1,0,1554,3
1,0,1,0,0,1,1,0,0,1,1,0,1555,5
0,1,0,0,0,0,0,0,0,0,0,0,1556,2
0,1,0,1,1,0,0,0,1,0,1,0,1557,2
0,1,0,1,1,1,1,1,1,1,1,1,1558,2
0,0,0,1,1,0,0,1,1,0,0,1,1559,0
0,0,0,0,1,0,0,1,1,0,1,0,1560,0
0,0,0,1,0,1,1,0,0,0,1,1,1561,0
0,0,0,1,1,0,0,1,0,1,0,1,1562,0
1,1,1,0,0,1,1,1,1,0,1,1,1563,7
1,1,0,0,0,1,1,1,1,0,1,0,1564,6
1,0,0,0,1,0,1,1,1,0,0,1,1565,4
0,1,0,0,1,1,0,0,0,0,1,1,1566,2
0,0,1,1,1,0,1,0,1,0,0,1,1567,1
0,0,1,0,0,1,0,1,1,1,1,0,1568,1
0,1,0,1,1,1,0,1,0,0,1,1,1569,2
0,1,1,0,1,1,1,1,1,1,1,1,1570,3
0,1,1,0,1,1,0,0,1,1,0,0,1571,3
1,1,0,1,1,1,0,1,1,0,1,0,1572,6
1,1,0,1,0,0,1,0,0,1,0,1,1573,6
1,1,1,0,1,1,0,0,1,1,0,0,1574,7
0,0,1,0,1,1,0,1,1,0,1,1,1575,1
1,0,1,1,1,1,0,0,0,0,0,0,1576,5
1,0,0,1,1,0,0,0,0,0,1,0,1577,4
0,0,1,1,0,0,0,0,1,1,1,0,1578,1
1,0,1,1,0,1,0,1,0,1,1,0,1579,5
0,0,0,0,0,0,0,1,0,0,1,0,1580,0
0,1,0,0,0,1,0,1,0,1,0,1,1581,2
0,1,0,0,0,0,0,0,1,0,0,0,1582,2
0,0,1,1,0,1,0,0,0,0,0,0,1583,1
1,0,1,1,1,1,0,0,1,1,1,1,1584,5
0,0,1,0,0,0,0,0,0,1,0,0,1585,1
0,1,1,1,1,0,0,0,1,1,1,0,1586,3
1,1,1,0,1,1,0,0,1,0,0,0,1587,7
0,0,0,1,0,0,0,1,0,1,0,1,1588,0
0,0,0,0,1,0,1,1,0,0,0,0,1589,0
1,0,1,1,0,0,1,0,1,1,1,1,1590,5
0,0,0,1,1,0,0,0,0,0,1,1,1591,0
0,1,0,1,1,1,1,1,1,0,1,1,1592,2
1,1,1,0,1,0,1,0,0,0,0,0,1593,7
1,1,0,1,1,0,1,0,0,1,0,1,1594,6
0,1,1,0,0,0,0,1,0,1,1,0,1595,3
0,0,0,0,0,1,1,1,1,1,0,0,1596,0
1,0,1,0,0,1,0,1,1,0,0,1,1597,5
0,1,1,0,1,0,0,0,1,0,1,0,1598,3
0,1,1,0,0,0,0,1,1,0,1,0,1599,3
1,1,0,0,0,1,1,1,1,1,1,1,1600,6
0,0,1,0,1,1,1,1,1,0,1,1,1601,1
0,0,1,1,1,1,0,0,0,0,1,1,1602,1
0,0,0,1,0,1,0,1,1,0,1,1,1603,0
1,0,0,1,0,0,0,0,0,0,0,0,1604,4
1,0,1,1,0,1,1,1,1,1,1,1,1605,5
0,1,1,1,0,1,1,1,1,1,1,1,1606,3
1,0,0,0,1,1,1,1,0,1,1,1,1607,4
1,1,0,0,0,0,1,1,1,0,0,0,1608,6
1,0,0,1,0,0,0,1,1,0,0,1,1609,4
0,0,1,1,1,1,1,1,1,0,1,1,1610,1
1,0,0,0,1,0,1,1,1,1,1,1,1611,4
1,0,1,1,1,1,0,1,1,1,1,1,1612,5
1,0,0,0,1,0,1,1,1,1,0,1,1613,4
1,0,0,1,1,0,1,1,1,0,0,1,1614,4
1,0,1,1,1,0,1,0,1,0,0,1,1615,5
1,0,1,0,1,0,1,0,0,0,0,0,1616,5
0,1,1,0,0,1,1,1,1,1,0,1,1617,3
1,1,0,1,0,1,1,1,0,1,1,1,1618,6
1,1,1,0,0,0,0,1,1,1,0,0,1619,7
0,1,0,0,0,0,1,1,0,0,0,0,1620,2
0,1,1,0,0,1,1,0,1,1,1,1,1621,3
1,0,0,1,1,1,0,1,0,0,0,1,1622,4
0,1,1,1,0,0,1,0,1,1,1,1,1623,3
1,0,0,0,1,0,1,0,0,1,1,0,1624,4
1,0,0,1,0,1,0,0,0,1,1,0,1625,4
0,0,1,0,1,0,0,1,0,1,0,1,1626,1
0,0,0,1,0,0,1,0,0,1,1,1,1627,0
1,0,0,0,0,1,1,1,1,0,0,1,1628,4
1,1,0,0,0,1,0,0,1,1,1,1,1629,6
0,1,0,0,1,1,0,0,1,0,1,1,1630,2
1,1,0,1,0,0,0,0,0,1,1,1,1631,6
1,0,1,0,0,0,1,1,1,1,0,1,1632,5
0,0,1,0,0,0,1,1,0,1,0,0,1633,1
0,1,1,1,0,1,0,0,1,1,0,0,1634,3
0,0,0,1,1,1,0,1,1,1,1,1,1635,0
0,0,0,1,0,1,1,0,0,1,0,1,1636,0
1,0,0,1,0,1,1,0,0,1,0,0,1637,4
0,1,0,1,1,1,1,0,1,0,1,1,1638,2
1,0,0,1,1,0,0,0,0,1,1,0,1639,4
0,0,1,0,0,1,1,0,1,1,0,0,1640,1
0,1,1,1,0,1,0,0,0,1,0,0,1641,3
1,1,0,1,1,1,1,1,0,1,1,1,1642,6
1,0,1,0,0,1,1,1,1,0,0,1,1643,5
0,0,1,1,1,0,1,0,1,0,1,1,1644,1
1,1,1,0,0,0,1,0,0,1,1,1,1645,7
1,0,1,1,0,1,0,1,0,0,1,0,1646,5
0,1,1,0,1,1,0,1,0,0,0,0,1647,3
0,1,0,1,1,1,1,0,1,0,0,1,1648,2
0,1,0,1,0,0,0,0,0,1,0,0,1649,2
1,0,1,1,1,0,1,0,0,1,0,0,1650,5
1,1,0,1,0,0,0,1,0,1,1,1,1651,6
0,1,0,1,1,1,0,0,1,0,1,1,1652,2
0,0,0,0,1,0,0,1,0,1,0,0,1653,0
0,1,1,1,0,0,0,0,0,0,1,0,1654,3
0,0,0,0,1,1,1,0,1,1,0,0,1655,0
0,1,1,1,0,0,1,0,0,1,1,1,1656,3
1,1,0,0,1,1,1,0,1,0,0,0,1657,6
0,1,1,0,0,0,1,0,0,0,1,1,1658,3
0,0,0,1,1,1,0,1,0,1,0,1,1659,0
1,1,1,1,0,0,1,1,1,1,1,1,1660,7
0,0,1,0,0,1,0,1,0,0,1,0,1661,1
1,1,1,0,0,0,1,0,0,0,0,0,1662,7
0,1,1,0,0,1,1,1,0,1,1,1,1663,3
0,0,0,0,1,1,0,1,1,1,0,0,1664,0
0,1,1,1,0,1,0,0,0,0,1,0,1665,3
0,0,1,1,0,1,0,1,1,1,0,0,1666,1
1,1,0,0,0,1,0,0,0,0,1,0,1667,6
0,1,0,1,0,0,0,1,0,1,0,0,1668,2
1,0,1,0,0,1,0,0,0,1,1,0,1669,5
1,0,1,0,1,0,0,1,1,0,1,1,1670,5
1,0,1,1,0,1,0,1,1,1,1,1,1671,5
1,1,1,0,0,1,0,1,1,1,0,0,1672,7
0,0,0,1,1,1,0,0,0,0,1,1,1673,0
0,0,1,0,0,1,0,1,1,0,1,0,1674,1
0,1,1,1,1,0,1,1,1,1,0,1,1675,3
0,1,0,0,0,0,0,0,1,1,1,0,1676,2
1,1,1,1,0,1,0,0,0,0,0,0,1677,7
0,0,1,0,0,1,0,0,1,1,1,0,1678,1
0,1,0,1,0,0,1,0,0,1,1,0,1679,2
0,1,1,1,0,0,0,1,0,1,1,0,1680,3
0,0,1,0,1,1,1,1,0,0,1,1,1681,1
0,0,0,0,1,1,0,0,1,0,0,0,1682,0
0,1,1,1,1,0,1,0,0,1,0,1,1683,3
1,1,0,0,1,1,1,1,0,1,0,1,1684,6
1,0,0,1,1,0,0,0,1,1,1,0,1685,4
1,0,0,0,0,1,1,1,1,1,1,1,1686,4
1,0,1,1,1,0,0,0,0,1,0,0,1687,5
1,0,1,1,1,0,1,0,1,0,1,1,1688,5
0,0,0,0,1,1,0,0,0,1,1,0,1689,0
0,1,1,0,0,0,1,1,1,1,1,1,1690,3
0,0,0,0,1,1,0,1,0,1,0,0,1691,0
1,0,1,1,0,0,0,0,1,0,0,1,1692,5
1,1,1,1,0,0,0,0,0,1,0,0,1693,7
1,1,1,0,0,0,1,0,1,1,0,0,1694,7
0,0,1,0,1,0,0,0,1,1,1,1,1695,1
0,0,1,1,1,0,0,1,0,0,1,1,1696,1
1,0,1,0,1,0,1,0,0,1,1,0,1697,5
0,0,1,1,1,1,1,1,1,1,1,1,1698,1
0,1,1,1,0,0,0,0,1,1,1,0,1699,3
0,0,1,1,1,0,1,1,1,1,0,1,1700,1
1,0,1,1,0,0,1,1,0,1,0,0,1701,5
1,0,1,1,1,1,0,1,1,0,1,1,1702,5
1,1,0,1,0,1,1,1,1,1,0,1,1703,6
1,0,0,1,0,1,0,1,1,0,1,1,1704,4
1,1,0,1,0,1,1,0,1,0,1,0,1705,6
1,1,0,0,1,1,0,0,0,1,1,1,1706,6
0,0,1,0,1,1,0,0,1,0,1,1,1707,1
0,1,0,1,0,1,1,0,0,1,0,1,1708,2
1,0,0,0,0,1,1,0,1,1,1,0,1709,4
1,0,0,0,0,1,1,1,0,0,1,1,1710,4
1,1,1,1,0,0,0,1,1,1,1,1,1711,7
0,0,0,0,1,1,0,0,0,0,1,0,1712,0
0,0,0,1,1,0,1,1,0,0,0,1,1713,0
0,1,0,1,1,0,0,0,0,1,1,0,1714,2
0,1,0,1,1,1,1,1,0,0,1,1,1715,2
1,0,0,1,1,1,0,1,1,1,0,1,1716,4
0,0,0,1,1,1,0,0,0,1,1,1,1717,0
1,0,0,0,0,1,1,0,0,1,0,0,1718,4
0,1,0,1,0,0,1,0,1,0,0,0,1719,2
1,0,0,0,1,0,0,1,1,1,1,1,1720,4
1,0,0,1,1,1,0,0,1,1,1,0,1721,4
0,0,0,1,0,0,0,0,1,1,0,1,1722,0
1,1,0,0,1,1,1,1,0,0,1,0,1723,6
0,1,1,1,1,1,1,0,1,0,1,1,1724,3
0,1,1,1,0,0,1,1,0,0,0,1,1725,3
0,0,0,0,0,0,1,0,1,0,0,0,1726,0
1,1,0,1,0,0,0,1,1,1,1,1,1727,6
1,0,0,1,1,0,1,1,1,0,1,1,1728,4
0,0,1,0,0,0,1,0,1,1,0,0,1729,1
1,0,1,1,1,0,1,1,1,0,0,1,1730,5
1,0,1,1,0,0,0,1,0,0,0,0,1731,5
0,1,1,0,1,0,1,0,0,0,0,1,1732,3
0,1,0,0,1,1,0,0,1,1,1,1,1733,2
1,1,0,0,1,0,0,1,1,1,1,1,1734,6
0,1,1,0,0,1,1,0,1,1,0,1,1735,3
1,1,0,1,0,0,1,0,1,1,1,1,1736,6
0,1,0,1,0,1,1,0,1,1,1,1,1737,2
0,1,0,1,1,0,0,0,0,1,0,0,1738,2
0,1,1,0,0,1,0,0,0,1,1,0,1739,3
0,0,0,0,1,1,1,0,1,1,1,0,1740,0
1,1,0,1,0,0,0,1,1,0,0,0,1741,6
0,0,1,0,1,1,0,0,0,0,0,1,1742,1
1,0,1,0,0,0,1,1,1,0,0,1,1743,5
0,1,1,1,1,1,0,1,1,0,0,0,1744,3
1,0,1,1,1,1,0,0,1,0,0,1,1745,5
1,1,0,0,0,0,0,0,1,0,1,0,1746,6
0,1,1,0,0,0,1,0,0,0,0,1,1747,3
0,0,1,1,0,1,1,1,0,0,1,0,1748,1
0,0,0,0,1,1,0,0,1,0,1,0,1749,0
0,0,1,1,0,0,1,1,0,1,1,0,1750,1
0,0,0,0,1,0,0,1,0,0,1,0,1751,0
0,1,0,1,0,1,1,1,0,0,0,1,1752,2
1,0,1,1,0,0,1,1,1,0,0,1,1753,5
1,0,1,0,0,1,1,1,1,0,1,1,1754,5
0,0,1,0,1,0,0,1,1,1,1,1,1755,1
0,1,1,0,0,0,0,1,0,0,1,0,1756,3
1,1,0,1,1,1,0,1,0,1,1,1,1757,6
0,0,1,1,0,1,1,0,1,1,0,0,1758,1
1,0,0,0,0,0,1,0,0,0,1,0,1759,4
1,1,0,0,0,0,0,0,0,1,1,1,1760,6
0,1,0,0,1,1,1,1,1,1,1,1,1761,2
0,1,1,0,1,1,0,1,1,1,0,0,1762,3
0,1,1,0,0,1,0,0,1,1,1,0,1763,3
0,0,0,1,1,1,1,0,0,1,0,1,1764,0
1,1,0,1,1,0,0,0,0,1,1,1,1765,6
1,0,1,0,0,1,0,1,1,1,1,1,1766,5
0,0,0,1,1,1,1,0,1,0,0,1,1767,0
1,1,0,1,0,1,1,0,1,1,1,1,1768,6
0,1,0,0,0,1,1,1,1,0,1,1,1769,2
0,1,0,1,1,0,0,1,1,0,1,0,1770,2
0,0,0,1,1,1,1,1,0,0,1,1,1771,0
1,0,1,1,1,1,1,1,1,0,0,1,1772,5
0,0,0,1,0,1,0,0,1,1,0,1,1773,0
0,0,0,0,0,0,1,0,0,0,0,0,1774,0
0,0,1,0,0,0,0,0,1,0,0,0,1775,1
1,1,1,1,0,0,0,0,1,0,0,0,1776,7
0,1,0,0,0,0,1,1,1,0,1,0,1777,2
0,1,1,1,1,1,1,0,1,1,1,1,1778,3
1,0,0,1,1,0,1,1,1,1,1,1,1779,4
1,0,0,1,1,0,1,0,1,0,0,0,1780,4
0,1,0,0,1,0,0,1,0,1,1,0,1781,2
1,1,0,1,0,0,0,0,1,0,0,0,1782,6
1,1,1,0,0,1,0,0,1,1,0,0,1783,7
1,1,1,0,1,0,1,0,1,0,1,1,1784,7
1,0,0,1,1,1,1,1,0,1,0,1,1785,4
0,0,1,1,0,1,1,1,1,0,0,0,1786,1
0,0,1,0,0,0,1,1,0,1,1,0,1787,1
0,0,0,1,0,0,0,0,1,1,1,1,1788,0
0,1,1,1,0,0,0,1,1,0,1,0,1789,3
0,0,0,1,0,0,0,0,1,0,1,1,1790,0
0,1,1,0,1,0,0,1,0,1,1,0,1791,3
1,1,1,0,1,0,0,1,0,0,0,0,1792,7
0,0,1,0,0,1,1,0,0,1,1,0,1793,1
1,0,1,1,0,1,0,0,1,1,1,1,1794,5
1,0,1,0,0,0,1,1,1,1,1,1,1795,5
0,0,1,1,0,0,0,0,1,0,1,0,1796,1
0,1,0,1,1,1,0,1,1,0,0,1,1797,2
1,0,0,0,0,1,0,0,0,0,0,0,1798,4
1,0,0,1,0,0,1,1,0,0,0,1,1799,4
0,0,1,1,0,0,1,0,1,0,0,0,1800,1
1,0,0,1,0,0,0,0,0,1,0,0,1801,4
1,1,1,0,1,0,0,1,1,1,1,1,1802,7
0,0,0,0,0,1,1,0,1,0,1,0,1803,0
0,1,1,0,1,1,0,1,0,0,1,0,1804,3
1,0,1,0,1,0,1,1,0,0,0,0,1805,5
0,1,0,1,0,0,0,0,0,1,1,0,1806,2
1,1,0,0,1,0,0,0,0,0,1,0,1807,6
0,0,1,0,1,0,0,1,0,1,1,1,1808,1
1,0,1,1,1,0,0,0,0,0,0,0,1809,5
0,1,0,0,1,1,1,0,0,1,0,1,1810,2
1,0,0,1,0,1,0,1,1,1,0,1,1811,4
1,0,0,0,0,0,0,0,1,0,0,0,1812,4
1,1,1,0,1,1,0,0,0,0,0,0,1813,7
1,1,0,1,1,0,0,0,0,1,0,1,1814,6
0,0,0,0,1,0,0,0,1,1,0,0,1815,0
0,1,1,1,0,1,0,1,0,0,0,0,1816,3
0,1,0,0,1,0,0,0,0,0,1,0,1817,2
1,1,1,1,1,0,1,0,0,0,0,0,1818,7
0,0,0,0,0,1,1,1,0,1,0,0,1819,0
0,0,0,0,1,1,1,1,1,0,1,0,1820,0
0,0,0,1,0,0,1,1,1,0,1,1,1821,0
1,1,0,0,0,1,0,1,1,0,1,0,1822,6
0,1,1,1,1,1,1,1,0,1,0,1,1823,3
1,1,0,1,1,1,0,0,0,0,1,0,1824,6
0,0,1,1,1,0,1,0,1,1,1,1,1825,1
0,0,1,1,0,1,1,0,1,1,1,0,1826,1
0,0,0,1,0,0,1,1,0,0,0,1,1827,0
1,0,1,1,0,0,1,0,1,0,1,1,1828,5
1,1,1,1,1,0,1,0,1,1,0,0,1829,7
0,1,0,1,0,1,0,1,1,0,0,1,1830,2
1,1,0,0,1,0,1,1,1,0,1,0,1831,6
1,1,0,1,1,1,1,0,0,0,0,0,1832,6
0,1,0,0,1,0,0,1,0,0,0,0,1833,2
0,0,0,1,1,1,0,1,1,0,0,1,1834,0
0,1,1,1,0,0,1,0,1,0,1,1,1835,3
1,1,1,0,0,0,1,1,1,0,1,1,1836,7
0,0,0,1,1,1,0,0,1,1,0,1,1837,0
1,1,0,0,0,0,0,1,0,0,1,0,1838,6
1,0,1,1,1,1,1,0,0,0,1,0,1839,5
0,0,1,0,0,0,0,0,1,1,0,0,1840,1
0,0,1,0,1,0,1,1,1,0,1,1,1841,1
1,0,0,1,0,1,0,0,0,0,1,0,1842,4
0,0,0,1,0,1,0,0,1,0,1,1,1843,0
0,1,1,1,0,0,1,1,1,0,0,1,1844,3
0,1,1,0,1,0,0,1,1,1,1,0,1845,3
1,1,1,1,1,1,0,0,1,1,0,0,1846,7
1,0,0,1,1,1,0,1,1,0,1,1,1847,4
1,0,0,0,0,1,1,0,0,1,1,0,1848,4
0,0,0,1,1,0,0,1,0,0,0,1,1849,0
1,0,1,0,0,0,1,0,1,1,0,1,1850,5
0,1,1,1,1,1,1,0,1,1,0,1,1851,3
1,1,0,0,1,1,0,1,0,1,1,1,1852,6
1,1,0,0,1,1,0,1,1,0,0,0,1853,6
1,1,0,1,1,1,1,1,1,0,1,0,1854,6
1,0,0,1,0,1,1,1,0,0,0,1,1855,4
0,1,0,1,0,0,1,1,1,0,0,0,1856,2
1,0,1,0,0,0,0,1,0,0,0,0,1857,5
1,1,1,0,0,0,0,1,0,1,0,0,1858,7
1,1,1,1,1,0,1,1,0,1,0,0,1859,7
0,0,0,0,1,1,1,1,0,0,1,0,1860,0
0,0,1,1,0,0,1,0,0,0,1,0,1861,1
1,0,0,0,1,0,0,0,1,0,0,0,1862,4
0,0,0,1,1,1,0,1,0,0,1,1,1863,0
1,0,1,1,1,0,1,1,0,1,1,0,1864,5
0,0,0,1,0,0,1,0,1,0,1,1,1865,0
1,0,1,1,0,1,1,1,0,0,1,0,1866,5
1,1,1,0,0,0,0,0,1,1,0,0,1867,7
0,0,0,1,0,0,0,1,1,0,1,1,1868,0
1,0,1,0,0,0,0,1,0,0,1,0,1869,5
1,0,0,1,0,1,0,0,1,1,1,0,1870,4
1,1,0,0,0,1,1,1,0,1,1,1,1871,6
0,0,0,0,0,0,1,1,0,0,0,0,1872,0
1,1,0,0,1,0,0,0,0,1,1,1,1873,6
0,0,1,1,1,1,0,1,0,1,1,1,1874,1
0,1,0,0,1,1,0,0,0,1,0,1,1875,2
1,0,0,0,0,0,1,0,0,0,0,0,1876,4
0,0,0,1,0,0,1,0,1,0,0,1,1877,0
0,1,1,1,1,0,0,0,0,0,1,0,1878,3
0,0,1,1,1,0,0,0,1,0,0,1,1879,1
1,0,1,0,0,0,1,0,0,0,1,0,1880,5
1,1,1,1,0,1,0,1,0,0,1,1,1881,7
1,1,1,1,0,0,0,1,0,0,1,1,1882,7
1,0,1,0,0,0,0,0,0,0,1,0,1883,5
0,1,1,1,1,0,0,1,1,0,1,0,1884,3
1,1,0,0,1,1,0,1,1,1,0,1,1885,6
1,1,1,0,0,0,0,1,1,0,1,1,1886,7
1,0,1,1,0,0,0,1,1,1,1,1,1887,5
1,0,0,1,1,0,0,0,1,1,0,0,1888,4
0,1,1,1,0,1,0,1,0,1,1,0,1889,3
1,1,0,1,1,1,0,0,0,0,0,0,1890,6
1,1,0,1,0,0,1,1,0,1,0,1,1891,6
0,1,0,1,1,0,0,1,1,1,0,0,1892,2
0,1,1,0,0,0,1,1,0,1,0,1,1893,3
1,1,0,0,0,0,0,1,0,0,0,0,1894,6
0,1,1,0,1,1,0,1,0,1,1,0,1895,3
1,1,0,1,0,0,1,1,0,0,0,0,1896,6
1,1,0,0,1,0,1,1,1,1,0,1,1897,6
1,0,1,0,1,0,1,0,1,0,1,1,1898,5
0,0,0,1,0,0,1,1,1,0,0,1,1899,0
1,1,1,0,1,0,1,1,0,1,1,1,1900,7
0,0,1,0,1,0,1,1,1,1,1,1,1901,1
1,0,0,0,0,1,1,0,0,0,1,0,1902,4
0,0,0,1,0,1,1,0,0,1,1,1,1903,0
0,0,1,0,1,1,1,0,1,0,1,1,1904,1
0,0,1,1,0,0,0,1,0,1,0,0,1905,1
1,0,1,1,1,0,1,1,1,0,1,1,1906,5
1,0,1,1,0,1,1,0,0,1,0,0,1907,5
1,1,0,1,1,1,1,1,1,1,1,1,1908,6
1,1,0,0,1,1,0,0,0,0,1,0,1909,6
1,1,0,0,0,0,1,0,0,1,1,1,1910,6
1,1,0,1,0,1,1,0,1,1,0,1,1911,6
0,0,0,0,0,0,1,0,1,0,1,0,1912,0
0,0,0,0,0,0,1,0,1,1,0,0,1913,0
1,1,1,0,0,0,0,1,0,0,0,0,1914,7
1,1,0,1,1,1,1,0,0,0,1,0,1915,6
1,1,1,1,0,0,1,0,1,1,1,1,1916,7
1,0,1,1,0,0,0,0,0,1,1,0,1917,5
1,1,0,1,1,0,1,0,1,1,1,1,1918,6
0,0,0,1,0,1,0,0,0,1,0,1,1919,0
1,1,1,1,1,1,1,0,0,1,0,0,1920,7
1,0,1,0,0,1,1,1,0,0,1,0,1921,5
0,1,0,1,1,0,1,0,0,0,1,0,1922,2
1,1,1,1,1,1,0,0,0,1,1,1,1923,7
0,0,1,1,0,1,0,0,0,1,0,0,1924,1
1,0,1,1,1,1,1,1,1,1,0,1,1925,5
1,1,0,1,0,0,0,0,1,1,1,1,1926,6
1,0,0,0,1,1,1,1,1,1,0,1,1927,4
1,1,1,1,0,1,0,1,0,1,1,1,1928,7
1,1,1,1,1,1,0,1,1,1,1,1,1929,7
1,0,0,0,0,0,0,1,1,0,1,1,1930,4
1,1,0,1,0,1,0,1,1,1,1,1,1931,6
0,1,1,0,1,0,0,0,0,0,0,0,1932,3
0,1,1,0,1,0,1,1,0,1,1,1,1933,3
0,0,1,1,1,0,1,1,1,0,1,1,1934,1
0,1,0,0,1,1,0,0,1,0,0,1,1935,2
1,1,1,0,0,1,0,0,0,1,1,1,1936,7
1,1,0,1,1,0,1,0,1,0,1,0,1937,6
0,1,0,0,1,1,0,1,0,1,1,1,1938,2
1,0,0,1,0,0,1,0,0,0,0,0,1939,4
0,0,0,0,0,1,0,1,1,0,1,0,1940,0
0,0,0,0,1,1,0,1,0,1,1,0,1941,0
1,0,1,0,0,0,0,1,1,1,0,1,1942,5
1,0,1,0,0,1,1,1,1,1,0,1,1943,5
1,1,0,0,0,0,1,0,1,0,0,0,1944,6
0,0,0,0,1,0,1,0,0,0,1,0,1945,0
1,1,0,1,1,0,1,0,1,1,0,1,1946,6
1,0,0,0,1,1,1,0,0,0,1,0,1947,4
0,0,1,0,1,0,0,0,0,0,1,1,1948,1
1,0,1,0,1,1,1,1,1,1,0,1,1949,5
1,1,0,1,0,1,0,0,0,1,1,1,1950,6
1,1,0,1,1,0,0,1,0,0,1,0,1951,6
0,1,1,1,0,0,0,0,1,1,0,0,1952,3
1,1,1,1,1,1,0,1,0,0,1,1,1953,7
1,1,0,1,0,1,1,1,0,0,0,0,1954,6
0,1,0,0,0,1,1,0,0,1,1,1,1955,2
